feo_cohort,segment,enrol_status,click_cohort,imp_source,product_name,enrols,impression_count,click_count,payout,conversion_count
2026-02-23,NS1/3 & all CS,Enrolled,1. W1,3. FUNNEL_THREE,engine_credit_card,4291,428,67,,0
2025-12-08,NS1/3 & all CS,Enrolled,3. M3,5. DISCOVER_TAB_V2,cash_advance,6466,1451,126,114.0,4
2026-02-23,NS1/3 & all CS,Enrolled,3. M3,5. DISCOVER_TAB_V2,cash_advance,4291,150,8,26.25,1
2025-11-24,NS1/3 & all CS,Enrolled,3. M3,5. DISCOVER_TAB_V2,brigit,5984,1381,290,260.0,13
2025-11-24,NS1/3 & all CS,Enrolled,4. Longtail,4. DASHBOARD,personal_loans,5984,37,8,1.7018099999999998,3
2025-12-08,NS1/3 & all CS,Enrolled,3. M3,3. FUNNEL_THREE,brigit,6466,111,74,,0
2025-12-08,NS1/3 & all CS,Enrolled,3. M3,5. DISCOVER_TAB_V2,ndr,6466,1451,14,,0
2026-02-23,NS1/3 & all CS,Enrolled,3. M3,3. FUNNEL_THREE,engine_credit_card,4291,5,0,,0
2026-02-23,NS1/3 & all CS,Enrolled,1. W1,7. AI_ASSISTANT,credit_card_omf,4291,3,3,,0
2025-12-08,NS1/3 & all CS,Enrolled,2. W2-W4,7. AI_ASSISTANT,credit_card_omf,6466,5,5,,0
2025-11-24,NS1/3 & all CS,Enrolled,2. W2-W4,7. AI_ASSISTANT,free_cash,5984,37,34,49.0,7
2025-11-24,NS1/3 & all CS,Enrolled,3. M3,7. AI_ASSISTANT,current,5984,694,643,449.9549999999998,66
2025-12-08,NS1/3 & all CS,Enrolled,1. W1,4. DASHBOARD,personal_loans,6466,599,101,38.157869999999996,20
2026-02-23,NS1/3 & all CS,Enrolled,1. W1,5. DISCOVER_TAB_V2,amone_step_card,4291,773,12,,0
2025-12-08,NS1/3 & all CS,Enrolled,3. M3,5. DISCOVER_TAB_V2,kashkick,6466,1451,12,15.0,1
2025-12-08,NS1/3 & all CS,Enrolled,1. W1,1. FUNNEL,engine_credit_card,6466,11,0,,0
2026-02-23,NS1/3 & all CS,Enrolled,1. W1,5. DISCOVER_TAB_V2,kashkick,4291,3057,44,,0
2025-12-08,NS1/3 & all CS,Enrolled,1. W1,2. FUNNEL_TWO,amone_step_card,6466,167,21,,0
2025-11-24,NS1/3 & all CS,Enrolled,3. M3,5. DISCOVER_TAB_V2,lending_for_bad_credit,5984,201,1,0.435,1
2025-12-08,NS1/3 & all CS,Enrolled,2. W2-W4,5. DISCOVER_TAB_V2,my_lending_wallet,6466,96,3,0.69,1
2025-12-08,NS1/3 & all CS,Enrolled,2. W2-W4,1. FUNNEL,kashkick,6466,33,10,,0
2026-02-23,NS1/3 & all CS,Enrolled,2. W2-W4,5. DISCOVER_TAB_V2,my_lending_wallet,4291,124,1,,0
2025-12-08,NS1/3 & all CS,Enrolled,2. W2-W4,5. DISCOVER_TAB_V2,5kfunds,6466,96,0,,0
2025-12-08,NS1/3 & all CS,Enrolled,1. W1,9. COMMS,current,6466,40,40,6.8175,1
2025-11-24,NS1/3 & all CS,Enrolled,4. Longtail,5. DISCOVER_TAB_V2,cash_advance,5984,233,13,,0
2025-11-24,NS1/3 & all CS,Enrolled,2. W2-W4,5. DISCOVER_TAB_V2,current,5984,1627,137,143.1675,21
2025-12-08,NS1/3 & all CS,Enrolled,1. W1,9. COMMS,debt_relief,6466,76,76,,0
2026-03-23,NS2 & all CS,Enrolled,1. W1,5. DISCOVER_TAB_V2,engine_credit_card,7143,5,0,,0
2026-02-23,NS1/3 & all CS,Enrolled,2. W2-W4,2. FUNNEL_TWO,engine_credit_card,4291,13,0,,0
2025-11-24,NS1/3 & all CS,Enrolled,1. W1,5. DISCOVER_TAB_V2,amone_step_card,5984,43,1,,0
2025-12-08,NS1/3 & all CS,Enrolled,2. W2-W4,7. AI_ASSISTANT,free_cash,6466,40,37,56.0,8
2026-02-23,NS1/3 & all CS,Enrolled,2. W2-W4,5. DISCOVER_TAB_V2,personal_loans,4291,166,13,4.4415,6
2026-03-23,NS2 & all CS,Enrolled,1. W1,5. DISCOVER_TAB_V2,auto_insurance,7143,5,0,,0
2025-11-24,NS1/3 & all CS,Enrolled,3. M3,5. DISCOVER_TAB_V2,ndr,5984,1381,12,,0
2025-12-08,NS1/3 & all CS,Enrolled,1. W1,5. DISCOVER_TAB_V2,personal_loans,6466,423,57,23.21733,21
2026-03-23,NS2 & all CS,Enrolled,1. W1,7. AI_ASSISTANT,debt_relief,7143,2,2,,0
2025-12-08,NS1/3 & all CS,Enrolled,1. W1,7. AI_ASSISTANT,personal_loans,6466,30,29,29.51274,11
2026-02-23,NS1/3 & all CS,Enrolled,2. W2-W4,7. AI_ASSISTANT,personal_loans,4291,1,1,,0
2025-12-08,NS1/3 & all CS,Enrolled,3. M3,1. FUNNEL,kashkick,6466,25,4,,0
2025-12-08,NS1/3 & all CS,Enrolled,1. W1,5. DISCOVER_TAB_V2,amone_kovo_card,6466,139,2,,0
2026-02-23,NS1/3 & all CS,Enrolled,2. W2-W4,5. DISCOVER_TAB_V2,5kfunds,4291,124,0,,0
2026-02-23,NS1/3 & all CS,Enrolled,1. W1,3. FUNNEL_THREE,current,4291,1012,410,197.70749999999992,29
2025-11-24,NS1/3 & all CS,Enrolled,4. Longtail,5. DISCOVER_TAB_V2,brigit,5984,233,26,40.0,2
2025-11-24,NS1/3 & all CS,Enrolled,3. M3,3. FUNNEL_THREE,current,5984,26,10,13.635,2
2026-02-23,NS1/3 & all CS,Enrolled,2. W2-W4,5. DISCOVER_TAB_V2,ndr,4291,1465,6,,0
2025-12-08,NS1/3 & all CS,Enrolled,3. M3,5. DISCOVER_TAB_V2,my_lending_wallet,6466,201,2,0.6375,1
2025-11-24,NS1/3 & all CS,Enrolled,1. W1,7. AI_ASSISTANT,credit_card_omf,5984,14,13,,0
2025-12-08,NS1/3 & all CS,Enrolled,2. W2-W4,5. DISCOVER_TAB_V2,amone_step_card,6466,106,2,,0
2025-12-08,NS1/3 & all CS,Enrolled,2. W2-W4,2. FUNNEL_TWO,current,6466,341,137,61.3575,9
2025-12-08,NS1/3 & all CS,Enrolled,1. W1,7. AI_ASSISTANT,brigit,6466,1,1,,0
2025-11-24,NS1/3 & all CS,Enrolled,3. M3,7. AI_ASSISTANT,debt_relief,5984,7,7,,0
2025-11-24,NS1/3 & all CS,Enrolled,4. Longtail,5. DISCOVER_TAB_V2,5kfunds,5984,1,0,,0
2026-02-23,NS1/3 & all CS,Enrolled,1. W1,5. DISCOVER_TAB_V2,lending_for_bad_credit,4291,555,2,2.3625000000000003,2
2025-12-08,NS1/3 & all CS,Enrolled,3. M3,5. DISCOVER_TAB_V2,free_cash,6466,1451,23,21.0,3
2026-02-23,NS1/3 & all CS,Enrolled,1. W1,5. DISCOVER_TAB_V2,my_lending_wallet,4291,555,6,4.74,4
2025-11-24,NS1/3 & all CS,Enrolled,1. W1,7. AI_ASSISTANT,debt_relief,5984,8,8,,0
2026-03-23,NS2 & all CS,Enrolled,1. W1,4. DASHBOARD,personal_loans,7143,939,298,200.424945,24
2025-11-24,NS1/3 & all CS,Enrolled,2. W2-W4,3. FUNNEL_THREE,brigit,5984,222,131,60.0,3
2025-11-24,NS1/3 & all CS,Enrolled,1. W1,3. FUNNEL_THREE,brigit,5984,2774,1834,420.0,21
2026-03-23,NS2 & all CS,Enrolled,1. W1,1. FUNNEL,kashkick,7143,561,161,15.0,1
2025-11-24,NS1/3 & all CS,Enrolled,1. W1,7. AI_ASSISTANT,free_cash,5984,71,68,105.0,15
2025-12-08,NS1/3 & all CS,Enrolled,1. W1,7. AI_ASSISTANT,free_cash,6466,92,86,105.0,15
2025-11-24,NS1/3 & all CS,Enrolled,1. W1,5. DISCOVER_TAB_V2,5kfunds,5984,141,1,0.24,1
2026-02-23,NS1/3 & all CS,Enrolled,3. M3,5. DISCOVER_TAB_V2,debt_relief,4291,150,3,,0
2026-03-23,NS2 & all CS,Enrolled,1. W1,9. COMMS,personal_loans,7143,797,797,220.54725,119
2025-12-08,NS1/3 & all CS,Enrolled,2. W2-W4,9. COMMS,personal_loans,6466,13,13,1.78875,2
2025-11-24,NS1/3 & all CS,Enrolled,3. M3,9. COMMS,kashkick,5984,5,5,,0
2026-01-19,NS1/3 & all CS,Enrolled,2. W2-W4,2. FUNNEL_TWO,current,5667,324,123,20.4525,3
2026-01-19,NS1/3 & all CS,Enrolled,1. W1,5. DISCOVER_TAB_V2,debt_relief,5667,3508,22,,0
2026-01-12,NS2 & all CS,Enrolled,1. W1,9. COMMS,current,12705,56,56,13.635,2
2026-01-19,NS1/3 & all CS,Enrolled,2. W2-W4,5. DISCOVER_TAB_V2,engine_credit_card,5667,399,11,,0
2026-01-12,NS2 & all CS,Enrolled,3. M3,5. DISCOVER_TAB_V2,ndr,12705,2266,17,,0
2025-10-20,NS1/3 & all CS,Enrolled,4. Longtail,5. DISCOVER_TAB_V2,brigit,5976,541,74,80.0,4
2026-01-19,NS1/3 & all CS,Enrolled,1. W1,1. FUNNEL,kashkick,5667,395,77,,0
2026-01-12,NS2 & all CS,Enrolled,1. W1,5. DISCOVER_TAB_V2,engine_credit_card,12705,724,17,,0
2025-10-20,NS1/3 & all CS,Enrolled,2. W2-W4,1. FUNNEL,cash_advance,5976,2,0,,0
2025-10-20,NS1/3 & all CS,Enrolled,3. M3,9. COMMS,kashkick,5976,3,3,,0
2025-07-14,NS1/3 & all CS,Enrolled,4. Longtail,5. DISCOVER_TAB_V2,kashkick_engine,7059,3,0,,0
2025-07-14,NS1/3 & all CS,Enrolled,3. M3,5. DISCOVER_TAB_V2,free_cash,7059,1337,49,21.0,5
2026-01-12,NS2 & all CS,Enrolled,2. W2-W4,5. DISCOVER_TAB_V2,5kfunds,12705,423,4,2.64,1
2025-07-14,NS1/3 & all CS,Enrolled,2. W2-W4,1. FUNNEL,cash_advance,7059,4,0,,0
2026-01-12,NS2 & all CS,Enrolled,3. M3,5. DISCOVER_TAB_V2,free_cash,12705,2266,69,28.0,4
2026-01-12,NS2 & all CS,Enrolled,2. W2-W4,3. FUNNEL_THREE,current,12705,161,61,47.722500000000004,7
2025-07-14,NS1/3 & all CS,Enrolled,1. W1,5. DISCOVER_TAB_V2,earnin,7059,3211,42,247.5,3
2025-10-20,NS1/3 & all CS,Enrolled,1. W1,1. FUNNEL,super_money,5976,2,0,,0
2026-01-19,NS1/3 & all CS,Enrolled,1. W1,5. DISCOVER_TAB_V2,current,5667,3508,339,327.2399999999999,48
2025-10-20,NS1/3 & all CS,Enrolled,3. M3,5. DISCOVER_TAB_V2,debt_relief,5976,1307,9,,0
2025-10-20,NS1/3 & all CS,Enrolled,1. W1,1. FUNNEL,personal_loans,5976,16,5,4.92993,3
2026-01-19,NS1/3 & all CS,Enrolled,1. W1,2. FUNNEL_TWO,engine_credit_card,5667,709,90,47.287499999999994,3
2025-07-14,NS1/3 & all CS,Enrolled,4. Longtail,7. AI_ASSISTANT,free_cash,7059,8,6,7.0,1
2025-10-20,NS1/3 & all CS,Enrolled,4. Longtail,7. AI_ASSISTANT,personal_loans,5976,2,1,0.8504999999999999,1
2026-01-19,NS1/3 & all CS,Enrolled,3. M3,5. DISCOVER_TAB_V2,cash_advance,5667,1045,65,57.0,2
2026-01-12,NS2 & all CS,Enrolled,3. M3,3. FUNNEL_THREE,current,12705,69,36,20.4525,3
2026-01-19,NS1/3 & all CS,Enrolled,2. W2-W4,3. FUNNEL_THREE,engine_credit_card,5667,42,8,,0
2025-07-14,NS1/3 & all CS,Enrolled,1. W1,5. DISCOVER_TAB_V2,cash_advance,7059,4276,480,798.0,28
2025-07-14,NS1/3 & all CS,Enrolled,1. W1,4. DASHBOARD,personal_loans,7059,4744,1480,3412.5367350000015,397
2025-10-20,NS1/3 & all CS,Enrolled,1. W1,9. COMMS,debt_relief,5976,45,45,36.7875,1
2025-07-14,NS1/3 & all CS,Enrolled,2. W2-W4,7. AI_ASSISTANT,personal_loans,7059,31,30,24.71925,16
2025-07-14,NS1/3 & all CS,Enrolled,4. Longtail,2. FUNNEL_TWO,kashkick,7059,3,1,,0
2025-10-20,NS1/3 & all CS,Enrolled,3. M3,5. DISCOVER_TAB_V2,kashkick,5976,1307,17,,0
2026-01-19,NS1/3 & all CS,Enrolled,2. W2-W4,2. FUNNEL_TWO,engine_credit_card,5667,34,2,,0
2025-07-14,NS1/3 & all CS,Enrolled,1. W1,1. FUNNEL,super_money,7059,9,0,,0
2025-10-20,NS1/3 & all CS,Enrolled,2. W2-W4,1. FUNNEL,brigit,5976,2,1,,0
2025-07-14,NS1/3 & all CS,Enrolled,4. Longtail,2. FUNNEL_TWO,current,7059,107,59,34.0875,5
2025-10-20,NS1/3 & all CS,Enrolled,4. Longtail,5. DISCOVER_TAB_V2,lending_for_bad_credit,5976,87,0,,0
2025-10-20,NS1/3 & all CS,Enrolled,1. W1,3. FUNNEL_THREE,current,5976,200,86,34.0875,5
2026-01-19,NS1/3 & all CS,Enrolled,2. W2-W4,5. DISCOVER_TAB_V2,debt_relief,5667,1778,7,,0
2026-01-19,NS1/3 & all CS,Enrolled,3. M3,7. AI_ASSISTANT,debt_relief,5667,2,1,,0
2025-07-14,NS1/3 & all CS,Enrolled,3. M3,1. FUNNEL,debt_relief,7059,3,0,,0
2025-07-14,NS1/3 & all CS,Enrolled,2. W2-W4,5. DISCOVER_TAB_V2,kashkick,7059,1749,40,228.0,16
2026-01-12,NS2 & all CS,Enrolled,3. M3,5. DISCOVER_TAB_V2,kashkick,12705,2266,31,120.0,8
2025-07-14,NS1/3 & all CS,Enrolled,4. Longtail,1. FUNNEL,kashkick,7059,51,9,,0
2026-01-12,NS2 & all CS,Enrolled,3. M3,5. DISCOVER_TAB_V2,amone_step_card,12705,441,5,,0
2026-01-19,NS1/3 & all CS,Enrolled,1. W1,5. DISCOVER_TAB_V2,kashkick,5667,3508,39,135.0,9
2026-01-19,NS1/3 & all CS,Enrolled,1. W1,7. AI_ASSISTANT,amone_step_card,5667,2,2,,0
2026-01-19,NS1/3 & all CS,Enrolled,3. M3,5. DISCOVER_TAB_V2,current,5667,1045,145,122.71499999999997,18
2025-07-14,NS1/3 & all CS,Enrolled,4. Longtail,5. DISCOVER_TAB_V2,cash_advance,7059,1016,116,142.5,5
2025-10-20,NS1/3 & all CS,Enrolled,2. W2-W4,3. FUNNEL_THREE,brigit,5976,60,26,,0
2025-10-20,NS1/3 & all CS,Enrolled,4. Longtail,7. AI_ASSISTANT,free_cash,5976,3,3,,0
2025-10-20,NS1/3 & all CS,Enrolled,4. Longtail,5. DISCOVER_TAB_V2,ndr,5976,541,1,,0
2025-10-20,NS1/3 & all CS,Enrolled,3. M3,7. AI_ASSISTANT,free_cash,5976,37,35,35.0,5
2026-01-19,NS1/3 & all CS,Enrolled,2. W2-W4,5. DISCOVER_TAB_V2,my_lending_wallet,5667,277,3,2.9025,3
2026-01-12,NS2 & all CS,Enrolled,3. M3,5. DISCOVER_TAB_V2,5kfunds,12705,357,1,,0
2025-07-14,NS1/3 & all CS,Enrolled,2. W2-W4,5. DISCOVER_TAB_V2,current,7059,1749,223,231.7949999999999,34
2026-01-12,NS2 & all CS,Enrolled,2. W2-W4,5. DISCOVER_TAB_V2,personal_loans,12705,444,42,25.921635,21
2026-01-19,NS1/3 & all CS,Enrolled,2. W2-W4,7. AI_ASSISTANT,credit_card_omf,5667,5,3,,0
2025-10-20,NS1/3 & all CS,Enrolled,1. W1,1. FUNNEL,cash_advance,5976,3,1,,0
2025-10-20,NS1/3 & all CS,Enrolled,2. W2-W4,7. AI_ASSISTANT,current,5976,428,394,156.80249999999998,23
2025-10-20,NS1/3 & all CS,Enrolled,2. W2-W4,2. FUNNEL_TWO,current,5976,415,167,47.722500000000004,7
2026-01-12,NS2 & all CS,Enrolled,3. M3,5. DISCOVER_TAB_V2,my_lending_wallet,12705,357,8,,0
2026-01-12,NS2 & all CS,Enrolled,2. W2-W4,5. DISCOVER_TAB_V2,engine_credit_card,12705,517,10,,0
2026-01-12,NS2 & all CS,Enrolled,1. W1,7. AI_ASSISTANT,brigit,12705,1,1,,0
2025-10-20,NS1/3 & all CS,Enrolled,3. M3,1. FUNNEL,debt_relief,5976,1,0,,0
2026-01-12,NS2 & all CS,Enrolled,2. W2-W4,7. AI_ASSISTANT,current,12705,1375,1264,940.8149999999995,138
2025-07-14,NS1/3 & all CS,Enrolled,3. M3,5. DISCOVER_TAB_V2,super_money,7059,1295,50,,0
2025-10-20,NS1/3 & all CS,Enrolled,4. Longtail,1. FUNNEL,kashkick,5976,11,2,,0
2025-10-20,NS1/3 & all CS,Enrolled,1. W1,1. FUNNEL,free_cash,5976,2,0,,0
2025-07-14,NS1/3 & all CS,Enrolled,2. W2-W4,5. DISCOVER_TAB_V2,super_money,7059,1749,65,,0
2026-01-12,NS2 & all CS,Enrolled,2. W2-W4,7. AI_ASSISTANT,amone_step_card,12705,4,4,,0
2025-10-20,NS1/3 & all CS,Enrolled,1. W1,9. COMMS,personal_loans,5976,404,404,431.35499999999996,61
2025-07-14,NS1/3 & all CS,Enrolled,1. W1,2. FUNNEL_TWO,current,7059,5429,2926,1158.975,170
2025-10-20,NS1/3 & all CS,Enrolled,1. W1,7. AI_ASSISTANT,personal_loans,5976,20,20,5.675265,6
2025-07-14,NS1/3 & all CS,Enrolled,4. Longtail,5. DISCOVER_TAB_V2,debt_relief,7059,1018,9,,0
2026-01-19,NS1/3 & all CS,Enrolled,3. M3,5. DISCOVER_TAB_V2,amone_step_card,5667,193,4,,0
2025-10-20,NS1/3 & all CS,Enrolled,3. M3,1. FUNNEL,kashkick,5976,40,9,,0
2025-07-14,NS1/3 & all CS,Enrolled,1. W1,7. AI_ASSISTANT,super_money,7059,5,5,,0
2026-01-19,NS1/3 & all CS,Enrolled,3. M3,5. DISCOVER_TAB_V2,5kfunds,5667,138,1,,0
2025-10-20,NS1/3 & all CS,Enrolled,2. W2-W4,5. DISCOVER_TAB_V2,cleo,5976,7,0,,0
2025-10-20,NS1/3 & all CS,Enrolled,1. W1,4. DASHBOARD,personal_loans,5976,502,92,468.04331316000014,25
2025-10-20,NS1/3 & all CS,Enrolled,3. M3,5. DISCOVER_TAB_V2,amone_kovo_card,5976,97,0,,0
2025-07-14,NS1/3 & all CS,Enrolled,1. W1,1. FUNNEL,debt_relief,7059,10,2,,0
2025-10-20,NS1/3 & all CS,Enrolled,4. Longtail,5. DISCOVER_TAB_V2,kashkick,5976,541,7,,0
2025-07-14,NS1/3 & all CS,Enrolled,1. W1,1. FUNNEL,kashkick,7059,4149,967,312.0,104
2025-07-14,NS1/3 & all CS,Enrolled,2. W2-W4,7. AI_ASSISTANT,current,7059,173,159,88.6275,13
2026-01-19,NS1/3 & all CS,Enrolled,2. W2-W4,5. DISCOVER_TAB_V2,brigit,5667,1778,265,340.0,17
2026-01-19,NS1/3 & all CS,Enrolled,2. W2-W4,5. DISCOVER_TAB_V2,current,5667,1778,168,136.34999999999997,20
2026-01-19,NS1/3 & all CS,Enrolled,1. W1,7. AI_ASSISTANT,free_cash,5667,65,61,63.0,9
2026-01-12,NS2 & all CS,Enrolled,3. M3,1. FUNNEL,personal_loans,12705,16,4,0.297,1
2025-10-20,NS1/3 & all CS,Enrolled,2. W2-W4,1. FUNNEL,debt_relief,5976,2,0,,0
2026-01-19,NS1/3 & all CS,Enrolled,3. M3,7. AI_ASSISTANT,amone_step_card,5667,1,1,,0
2025-07-14,NS1/3 & all CS,Enrolled,1. W1,5. DISCOVER_TAB_V2,current,7059,4282,625,647.6624999999997,95
2025-10-20,NS1/3 & all CS,Enrolled,1. W1,5. DISCOVER_TAB_V2,ndr,5976,3793,77,,0
2026-01-12,NS2 & all CS,Enrolled,3. M3,9. COMMS,kashkick,12705,13,13,,0
2026-01-12,NS2 & all CS,Enrolled,2. W2-W4,9. COMMS,kashkick,12705,53,53,,0
2026-01-12,NS2 & all CS,Enrolled,2. W2-W4,7. AI_ASSISTANT,debt_relief,12705,20,17,,0
2026-01-12,NS2 & all CS,Enrolled,2. W2-W4,1. FUNNEL,personal_loans,12705,19,7,1.674,2
2026-01-19,NS1/3 & all CS,Enrolled,2. W2-W4,7. AI_ASSISTANT,kashkick,5667,4,4,,0
2026-01-12,NS2 & all CS,Enrolled,3. M3,5. DISCOVER_TAB_V2,auto_insurance,12705,441,0,,0
2025-10-20,NS1/3 & all CS,Enrolled,1. W1,5. DISCOVER_TAB_V2,brigit,5976,3793,660,580.0,29
2025-07-14,NS1/3 & all CS,Enrolled,3. M3,2. FUNNEL_TWO,current,7059,198,95,68.17500000000001,10
2025-10-20,NS1/3 & all CS,Enrolled,3. M3,2. FUNNEL_TWO,engine_credit_card,5976,1,0,,0
2025-07-14,NS1/3 & all CS,Enrolled,4. Longtail,1. FUNNEL,cash_advance,7059,2,0,,0
2026-01-12,NS2 & all CS,Enrolled,2. W2-W4,5. DISCOVER_TAB_V2,lending_for_bad_credit,12705,423,2,1.215,2
2025-07-14,NS1/3 & all CS,Enrolled,1. W1,1. FUNNEL,personal_loans,7059,1165,664,1412.2712699999995,113
2026-01-19,NS1/3 & all CS,Enrolled,2. W2-W4,9. COMMS,kashkick,5667,20,20,,0
2025-07-14,NS1/3 & all CS,Enrolled,3. M3,5. DISCOVER_TAB_V2,ndr,7059,1044,26,,0
2025-07-14,NS1/3 & all CS,Enrolled,1. W1,7. AI_ASSISTANT,personal_loans,7059,133,132,222.7614,40
2026-01-12,NS2 & all CS,Enrolled,1. W1,1. FUNNEL,kashkick,12705,1133,356,,0
2026-01-12,NS2 & all CS,Enrolled,3. M3,4. DASHBOARD,personal_loans,12705,422,70,54.56382,32
2025-10-20,NS1/3 & all CS,Enrolled,2. W2-W4,5. DISCOVER_TAB_V2,current,5976,1638,159,129.53249999999997,19
2025-07-14,NS1/3 & all CS,Enrolled,2. W2-W4,5. DISCOVER_TAB_V2,free_cash,7059,1749,45,44.459999999999994,9
2026-01-19,NS1/3 & all CS,Enrolled,2. W2-W4,7. AI_ASSISTANT,personal_loans,5667,10,10,6.588539999999999,3
2025-10-20,NS1/3 & all CS,Enrolled,1. W1,2. FUNNEL_TWO,current,5976,4485,2303,729.4724999999996,107
2026-01-19,NS1/3 & all CS,Enrolled,1. W1,7. AI_ASSISTANT,credit_card_omf,5667,16,13,,0
2025-10-20,NS1/3 & all CS,Enrolled,2. W2-W4,7. AI_ASSISTANT,personal_loans,5976,7,7,1.303155,2
2025-10-20,NS1/3 & all CS,Enrolled,4. Longtail,5. DISCOVER_TAB_V2,engine_credit_card,5976,97,0,,0
2025-10-20,NS1/3 & all CS,Enrolled,3. M3,1. FUNNEL,brigit,5976,1,0,,0
2025-07-14,NS1/3 & all CS,Enrolled,1. W1,9. COMMS,kashkick,7059,80,80,33.0,11
2026-01-12,NS2 & all CS,Enrolled,3. M3,9. COMMS,personal_loans,12705,4,4,1.64025,1
2026-01-12,NS2 & all CS,Enrolled,1. W1,3. FUNNEL_THREE,brigit,12705,5992,4703,380.0,19
2026-01-12,NS2 & all CS,Enrolled,1. W1,9. COMMS,debt_relief,12705,195,195,,0
2026-01-12,NS2 & all CS,Enrolled,1. W1,3. FUNNEL_THREE,engine_credit_card,12705,1169,316,51.652499999999996,4
2025-07-14,NS1/3 & all CS,Enrolled,1. W1,5. DISCOVER_TAB_V2,free_cash,7059,4281,166,163.8400000000001,32
2026-01-12,NS2 & all CS,Enrolled,1. W1,5. DISCOVER_TAB_V2,ndr,12705,6793,155,,0
2025-07-14,NS1/3 & all CS,Enrolled,3. M3,9. COMMS,personal_loans,7059,1,1,,0
2026-01-19,NS1/3 & all CS,Enrolled,3. M3,1. FUNNEL,kashkick,5667,12,3,,0
2026-01-12,NS2 & all CS,Enrolled,1. W1,2. FUNNEL_TWO,current,12705,9004,4567,1363.5000000000007,200
2025-10-20,NS1/3 & all CS,Enrolled,1. W1,7. AI_ASSISTANT,current,5976,804,747,511.3124999999998,75
2026-01-19,NS1/3 & all CS,Enrolled,3. M3,7. AI_ASSISTANT,free_cash,5667,10,9,,0
2025-10-20,NS1/3 & all CS,Enrolled,2. W2-W4,1. FUNNEL,free_cash,5976,2,0,,0
2026-01-19,NS1/3 & all CS,Enrolled,3. M3,5. DISCOVER_TAB_V2,lending_for_bad_credit,5667,138,0,,0
2025-07-14,NS1/3 & all CS,Enrolled,3. M3,7. AI_ASSISTANT,free_cash,7059,1,1,,0
2026-01-19,NS1/3 & all CS,Enrolled,2. W2-W4,9. COMMS,personal_loans,5667,21,21,13.023750000000001,7
2025-10-20,NS1/3 & all CS,Enrolled,2. W2-W4,5. DISCOVER_TAB_V2,kashkick_engine,5976,8,0,,0
2025-07-14,NS1/3 & all CS,Enrolled,2. W2-W4,1. FUNNEL,brigit,7059,4,0,,0
2025-10-20,NS1/3 & all CS,Enrolled,3. M3,5. DISCOVER_TAB_V2,amone_step_card,5976,97,0,,0
2026-01-12,NS2 & all CS,Enrolled,3. M3,5. DISCOVER_TAB_V2,current,12705,2266,271,184.07249999999993,27
2025-07-14,NS1/3 & all CS,Enrolled,4. Longtail,5. DISCOVER_TAB_V2,current,7059,1018,165,143.16749999999996,21
2025-10-20,NS1/3 & all CS,Enrolled,1. W1,7. AI_ASSISTANT,credit_card_omf,5976,9,9,,0
2025-07-14,NS1/3 & all CS,Enrolled,3. M3,5. DISCOVER_TAB_V2,current,7059,1337,252,190.88999999999993,28
2026-01-19,NS1/3 & all CS,Enrolled,1. W1,7. AI_ASSISTANT,personal_loans,5667,26,25,31.020945,8
2026-01-12,NS2 & all CS,Enrolled,2. W2-W4,7. AI_ASSISTANT,free_cash,12705,129,122,161.0,23
2026-01-19,NS1/3 & all CS,Enrolled,2. W2-W4,5. DISCOVER_TAB_V2,amone_step_card,5667,399,7,,0
2026-01-19,NS1/3 & all CS,Enrolled,2. W2-W4,5. DISCOVER_TAB_V2,personal_loans,5667,186,13,7.242345,5
2025-10-20,NS1/3 & all CS,Enrolled,3. M3,5. DISCOVER_TAB_V2,cleo,5976,1,0,,0
2025-10-20,NS1/3 & all CS,Enrolled,2. W2-W4,3. FUNNEL_THREE,current,5976,10,4,,0
2025-07-14,NS1/3 & all CS,Enrolled,1. W1,5. DISCOVER_TAB_V2,personal_loans,7059,3374,538,1195.7363699999999,160
2026-01-19,NS1/3 & all CS,Enrolled,3. M3,7. AI_ASSISTANT,current,5667,223,204,156.80249999999995,23
2026-01-19,NS1/3 & all CS,Enrolled,3. M3,2. FUNNEL_TWO,current,5667,111,46,6.8175,1
2026-01-19,NS1/3 & all CS,Enrolled,3. M3,5. DISCOVER_TAB_V2,engine_credit_card,5667,193,2,,0
2026-01-19,NS1/3 & all CS,Enrolled,2. W2-W4,3. FUNNEL_THREE,brigit,5667,224,103,40.0,2
2025-10-20,NS1/3 & all CS,Enrolled,1. W1,9. COMMS,kashkick,5976,55,55,30.0,2
2025-10-20,NS1/3 & all CS,Enrolled,2. W2-W4,5. DISCOVER_TAB_V2,personal_loans,5976,152,18,3.05613,2
2026-01-12,NS2 & all CS,Enrolled,3. M3,7. AI_ASSISTANT,kashkick,12705,3,3,,0
2025-07-14,NS1/3 & all CS,Enrolled,4. Longtail,9. COMMS,kashkick,7059,1,1,,0
2026-01-12,NS2 & all CS,Enrolled,1. W1,7. AI_ASSISTANT,credit_card_omf,12705,41,39,,0
2025-10-20,NS1/3 & all CS,Enrolled,3. M3,3. FUNNEL_THREE,brigit,5976,31,21,,0
2026-01-12,NS2 & all CS,Enrolled,1. W1,7. AI_ASSISTANT,free_cash,12705,377,357,434.0,62
2025-07-14,NS1/3 & all CS,Enrolled,3. M3,5. DISCOVER_TAB_V2,personal_loans,7059,1071,99,475.4560349999999,48
